# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN-21714	RXN-21714	3.1.2.14	NA	UniRef90_P0ADA1	21.765	0.85	27.3	79	gnl|DSMZ|unitig_0|quiver_consensus	971039	970620	|PWY-8175|	bad_blast	NA	rxn06033 rxn06251 rxn06556 rxn08433 rxn08434 rxn08435 rxn08436 rxn08437 rxn08438 rxn09454 rxn09456 rxn11699 rxn17803 rxn21082 rxn23283 rxn23301 rxn23315 rxn24506 rxn25653 rxn25656 rxn25660 rxn27551 rxn28229 rxn34722 rxn34724 rxn37723 rxn37726 	NA	0	NA
RXN-17104	geranyl diphosphate phosphohydrolase	3.6.1.68/3.1.3.98	NA									|PWY-8176|	no_blast	NA	 	NA	0	NA
RXN-17102	RXN-17102		NA									|PWY-8176|	no_seq_data	NA	 	NA	0	NA
RXN-21729	nerol synthase	3.1.7.13	NA									|PWY-8177|	no_seq_data	NA	 	NA	0	NA
DIMETHYLALLYLCISTRANSFERASE-RXN	neryl diphosphate synthase	2.5.1.28	NA									|PWY-8177|	no_seq_data	NA	rxn01214 	NA	0	NA
2TRANSKETO-RXN	2TRANSKETO-RXN	2.2.1.1		UniRef90_A0A0I9QGZ2	45.536	0.0	584	97	gnl|DSMZ|unitig_0|quiver_consensus	1672757	1674766	|PWY-8178|	good_blast	threshold	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
2TRANSKETO-RXN	2TRANSKETO-RXN	2.2.1.1		UniRef90_D5AV94	42.963	9.40e-140	449	95	gnl|DSMZ|unitig_0|quiver_consensus	1672784	1674769	|PWY-8178|	good_blast	threshold	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
2TRANSKETO-RXN	2TRANSKETO-RXN	2.2.1.1		UniRef90_O83571	41.290	1.32e-126	410	89	gnl|DSMZ|unitig_0|quiver_consensus	1672784	1674613	|PWY-8178|	good_blast	threshold	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
1TRANSKETO-RXN	1TRANSKETO-RXN	2.2.1.1		UniRef90_A0A0I9QGZ2	45.536	0.0	584	97	gnl|DSMZ|unitig_0|quiver_consensus	1672757	1674766	|PWY-8178|	good_blast	threshold	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
1TRANSKETO-RXN	1TRANSKETO-RXN	2.2.1.1		UniRef90_D5AV94	42.963	9.40e-140	449	95	gnl|DSMZ|unitig_0|quiver_consensus	1672784	1674769	|PWY-8178|	good_blast	threshold	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
1TRANSKETO-RXN	1TRANSKETO-RXN	2.2.1.1		UniRef90_O83571	41.290	1.32e-126	410	89	gnl|DSMZ|unitig_0|quiver_consensus	1672784	1674613	|PWY-8178|	good_blast	threshold	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
RIBULP3EPIM-RXN	RIBULP3EPIM-RXN	5.1.3.1		UniRef90_P9WI51	62.304	3.75e-71	232	83	gnl|DSMZ|unitig_0|quiver_consensus	1765137	1764565	|PWY-8178|	good_blast	threshold	rxn01116 rxn33862 	NA	0	1
RIB5PISOM-RXN	RIB5PISOM-RXN	5.3.1.6	NA	UniRef90_Q9CBY1	53.425	7.13e-49	165	96	gnl|DSMZ|unitig_0|quiver_consensus	2121411	2120974	|PWY-8178|	bad_blast	threshold	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	NA
SEDOBISALDOL-RXN	SEDOBISALDOL-RXN	4.1.2.13/4.1.2.7		UniRef90_Q8K9B2	36.471	2.55e-63	215	94	gnl|DSMZ|unitig_0|quiver_consensus	197993	198970	|PWY-8178|	good_blast	threshold	rxn00786 rxn01334 rxn01870 rxn15116 rxn28981 rxn31335 rxn33841 rxn33866 	NA	0	1
RXN-21730	diphosphate-D-sedoheptulose-7-phosphate 1-phosphotransferase	2.7.1.90		UniRef90_Q3KSV5	59.091	3.66e-147	459	97	gnl|DSMZ|unitig_0|quiver_consensus	2722087	2720900	|PWY-8178|	good_blast	threshold	rxn00551 rxn15298 rxn31651 rxn32338 	NA	0	1
RXN-21735	[sulfur-carrier protein] adenylase			tr|A0A2R3ZBG9|A0A2R3ZBG9_STRPT	40.404	3.34e-86	283	99	gnl|DSMZ|unitig_0|quiver_consensus	2136213	2137367	|PWY-8179|	good_blast	NA	 	NA	0	1
RXN-21736	[sulfur-carrier protein]--sulfur ligase			tr|A0A2R3ZBG9|A0A2R3ZBG9_STRPT	40.404	3.34e-86	283	99	gnl|DSMZ|unitig_0|quiver_consensus	2136213	2137367	|PWY-8179|	good_blast	NA	 	NA	0	1
ASPARTATEKIN-RXN	aspartate kinase	2.7.2.4		UniRef90_O67221	45.792	6.54e-105	338	95	gnl|DSMZ|unitig_0|quiver_consensus	2725569	2724358	|PWY-8179|	good_blast	NA	rxn00337 rxn33955 	NA	0	1
ASPARTATEKIN-RXN	aspartate kinase	2.7.2.4		UniRef90_P08495	45.854	1.12e-95	311	98	gnl|DSMZ|unitig_0|quiver_consensus	2725569	2724343	|PWY-8179|	good_blast	NA	rxn00337 rxn33955 	NA	0	1
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	aspartate-semialdehyde dehydrogenase	1.2.1.11		UniRef90_P49420	40.000	1.88e-76	253	99	gnl|DSMZ|unitig_0|quiver_consensus	1946527	1945466	|PWY-8179|	good_blast	NA	rxn01643 rxn33374 rxn33956 	NA	0	1
RXN-13865	2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate synthase	4.1.2.56	NA									|PWY-8179|	no_blast	NA	 	NA	0	NA
RXN-13866	3-amino-4-hydroxybenzoate synthase	4.1.99.20	NA									|PWY-8179|	no_blast	NA	 	NA	0	NA
RXN-21732	3-amino-4-hydroxybenzoate 2-monooxygenase	1.14.13.249	NA									|PWY-8179|	no_blast	NA	 	NA	0	NA
RXN-21734	3-amino-2,4-dihydroxybenzoate-CoA ligase		NA	tr|D8L2W7|D8L2W7_STRPT	28.024	7.39e-29	119	96	gnl|DSMZ|unitig_0|quiver_consensus	1560125	1558665	|PWY-8179|	bad_blast	NA	 	NA	0	NA
RXN-21737	3-amino-2,4-dihydroxybenzoylsulfanide synthase		NA									|PWY-8179|	no_blast	NA	 	NA	0	NA
RXN-21738	RXN-21738		NA									|PWY-8179|	no_seq_data	NA	 	NA	0	NA
RXN-21739	thioplatensimycin synthase		NA									|PWY-8179|	no_blast	NA	 	NA	0	NA
RXN-21740	RXN-21740		NA									|PWY-8179|	spontaneous	NA	 	NA	0	NA
RXN-21741	ent-kauranol 7alpha-dehydrogenase		NA									|PWY-8179|	no_blast	NA	 	NA	0	NA
RXN-21742	ent-kauranol 7beta-dehydrogenase		NA	tr|D8L2W5|D8L2W5_STRPT	38.153	9.95e-39	141	92	gnl|DSMZ|unitig_0|quiver_consensus	1965457	1964732	|PWY-8179|	bad_blast	NA	 	NA	0	NA
RXN-21743	(11S,16S)-ent-kauran-11,16-epoxy-19-oate 7beta-hydroxylase		NA									|PWY-8179|	no_blast	NA	 	NA	0	NA
RXN-21744	(7R,11S,16S)-7-hydroxy-ent-kauran-11,16-epoxy-19-oyl-CoA synthase		NA	tr|D8L2U1|D8L2U1_STRPT	28.599	1.83e-44	166	96	gnl|DSMZ|unitig_0|quiver_consensus	211682	213154	|PWY-8179|	bad_blast	NA	 	NA	0	NA
RXN-21745	7alpha-hydroxy-ent-kauranol-carboxylate adenylase		NA									|PWY-8179|	no_blast	NA	 	NA	0	NA
RXN-21747	(16R)-hydroxy-ent-kauran-19-oate 11-hydroxylase		NA									|PWY-8179|	no_blast	NA	 	NA	0	NA
RXN-21748	RXN-21748		NA									|PWY-8179|	no_seq_data	NA	 	NA	0	NA
RXN-21749	RXN-21749		NA									|PWY-8179|	no_seq_data	NA	 	NA	0	NA
RXN-21750	(16R)-ent-kauran-16-ol synthase		NA									|PWY-8179|	no_blast	NA	 	NA	0	NA
5.5.1.13-RXN	ent-copalyl diphosphate synthase	5.5.1.13	NA									|PWY-8179|	no_blast	NA	rxn01490 	NA	0	NA
RXN-21751	(4S)-homoplatensicyl-CoA dehydrogenase			tr|D8L2U8|D8L2U8_STRPT	47.656	2.81e-114	363	99	gnl|DSMZ|unitig_0|quiver_consensus	2143555	2142404	|PWY-8179|	good_blast	NA	 	NA	0	1
RXN-21751	(4S)-homoplatensicyl-CoA dehydrogenase			tr|D8L2U8|D8L2U8_STRPT	49.176	1.29e-107	344	99	gnl|DSMZ|unitig_0|quiver_consensus	44322	45407	|PWY-8179|	good_blast	NA	 	NA	0	1
RXN-21751	(4S)-homoplatensicyl-CoA dehydrogenase			tr|D8L2U8|D8L2U8_STRPT	36.453	6.63e-69	233	99	gnl|DSMZ|unitig_0|quiver_consensus	2328979	2327777	|PWY-8179|	good_blast	NA	 	NA	0	1
RXN-21759	2-enoyl acyl-CoA hydratase	4.2.1.17		UniRef90_A0KEL1	32.000	5.27e-74	259	98	gnl|DSMZ|unitig_0|quiver_consensus	41138	43258	|PWY-8179|	good_blast	NA	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21759	2-enoyl acyl-CoA hydratase	4.2.1.17		UniRef90_A1S1I8	32.102	5.18e-65	232	95	gnl|DSMZ|unitig_0|quiver_consensus	41120	43198	|PWY-8179|	good_blast	NA	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21759	2-enoyl acyl-CoA hydratase	4.2.1.17		UniRef90_A3Q8U4	31.729	1.06e-63	228	90	gnl|DSMZ|unitig_0|quiver_consensus	41258	43210	|PWY-8179|	good_blast	NA	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21759	2-enoyl acyl-CoA hydratase	4.2.1.17		UniRef90_A1S7L6	35.993	3.36e-57	208	82	gnl|DSMZ|unitig_0|quiver_consensus	41111	42892	|PWY-8179|	good_blast	NA	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21759	2-enoyl acyl-CoA hydratase	4.2.1.17		UniRef90_A3QFP3	35.270	8.35e-57	207	97	gnl|DSMZ|unitig_0|quiver_consensus	41132	43237	|PWY-8179|	good_blast	NA	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21759	2-enoyl acyl-CoA hydratase	4.2.1.17	NA	UniRef90_P9WNN9	43.145	2.46e-55	188	100	gnl|DSMZ|unitig_0|quiver_consensus	875187	875927	|PWY-8179|	bad_blast	NA	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit undefined	0	1
RXN-21760	RXN-21760	1.1.1.35		UniRef90_A0KEL1	32.000	5.27e-74	259	98	gnl|DSMZ|unitig_0|quiver_consensus	41138	43258	|PWY-8179|	good_blast	NA	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21760	RXN-21760	1.1.1.35		UniRef90_A1S1I8	32.102	5.18e-65	232	95	gnl|DSMZ|unitig_0|quiver_consensus	41120	43198	|PWY-8179|	good_blast	NA	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21760	RXN-21760	1.1.1.35		UniRef90_A3Q8U4	31.729	1.06e-63	228	90	gnl|DSMZ|unitig_0|quiver_consensus	41258	43210	|PWY-8179|	good_blast	NA	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21760	RXN-21760	1.1.1.35		UniRef90_A1S7L6	35.993	3.36e-57	208	82	gnl|DSMZ|unitig_0|quiver_consensus	41111	42892	|PWY-8179|	good_blast	NA	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21760	RXN-21760	1.1.1.35		UniRef90_A3QFP3	35.270	8.35e-57	207	97	gnl|DSMZ|unitig_0|quiver_consensus	41132	43237	|PWY-8179|	good_blast	NA	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21760	RXN-21760	1.1.1.35		UniRef90_Q0AVM2	45.126	8.10e-69	228	99	gnl|DSMZ|unitig_0|quiver_consensus	848042	848869	|PWY-8179|	good_blast	NA	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit undefined	0	1
RXN-21760	RXN-21760	1.1.1.35		UniRef90_Q0AVM2	43.214	1.19e-67	224	99	gnl|DSMZ|unitig_0|quiver_consensus	2302072	2302905	|PWY-8179|	good_blast	NA	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit undefined	0	1
RXN-21761	RXN-21761	2.3.1.16		UniRef90_A6TC20	37.793	7.92e-73	246	98	gnl|DSMZ|unitig_0|quiver_consensus	1456255	1457514	|PWY-8179|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21761	RXN-21761	2.3.1.16		UniRef90_A8GH87	39.186	5.90e-72	243	93	gnl|DSMZ|unitig_0|quiver_consensus	1456255	1457415	|PWY-8179|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21761	RXN-21761	2.3.1.16		UniRef90_B2VJ10	37.559	3.24e-71	241	98	gnl|DSMZ|unitig_0|quiver_consensus	1456255	1457514	|PWY-8179|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21761	RXN-21761	2.3.1.16		UniRef90_B2VFE0	40.464	8.52e-71	238	100	gnl|DSMZ|unitig_0|quiver_consensus	1413812	1412655	|PWY-8179|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21761	RXN-21761	2.3.1.16		UniRef90_B2VFE0	39.659	2.11e-65	223	100	gnl|DSMZ|unitig_0|quiver_consensus	39862	41064	|PWY-8179|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21761	RXN-21761	2.3.1.16		UniRef90_A6VVM8	40.103	4.23e-62	213	100	gnl|DSMZ|unitig_0|quiver_consensus	1413815	1412655	|PWY-8179|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21761	RXN-21761	2.3.1.16		UniRef90_A6VVM8	38.308	6.58e-60	207	100	gnl|DSMZ|unitig_0|quiver_consensus	507331	508515	|PWY-8179|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21761	RXN-21761	2.3.1.16		UniRef90_B2VFE0	40.000	4.02e-59	204	100	gnl|DSMZ|unitig_0|quiver_consensus	507328	508515	|PWY-8179|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21761	RXN-21761	2.3.1.16		UniRef90_B2VFE0	39.356	2.52e-58	202	100	gnl|DSMZ|unitig_0|quiver_consensus	106265	105099	|PWY-8179|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21753	acrylate--CoA ligase	6.2.1.17		UniRef90_P55912	40.224	5.12e-131	422	97	gnl|DSMZ|unitig_0|quiver_consensus	2694416	2696245	|PWY-8180|	good_blast	NA	rxn00674 rxn00675 rxn00986 rxn31220 rxn31224 	NA	0	1
RXN-9087	acryloyl-CoA reductase	1.3.1.84	NA									|PWY-8180|	no_blast	NA	rxn00668 	NA	0	NA
RXN-6383	acryloyl-CoA hydratase	4.2.1.116		UniRef50_A0A5Q2RJ14	50.173	8.61e-72	237	96	gnl|DSMZ|unitig_0|quiver_consensus	695741	694884	|PWY-8180|	good_blast	NA	rxn02181 	NA	0	1
RXN-21776	long-chain 2-methyl-fatty acyl-CoA dehydrogenase	1.3.8.8		UniRef90_O53666	61.981	0.0	734	100	gnl|DSMZ|unitig_0|quiver_consensus	2806884	2808752	|PWY-8181|	good_blast	full	rxn00946 rxn02679 rxn02720 rxn02803 rxn03251 rxn03253 rxn05832 rxn20050 	NA	0	1
RXN-21775	medium-chain 2-methyl-fatty acyl-CoA dehydrogenase	1.3.8.7		UniRef90_O53666	61.981	0.0	734	100	gnl|DSMZ|unitig_0|quiver_consensus	2806884	2808752	|PWY-8181|	good_blast	full	rxn37738 	NA	0	1
RXN-21774	2-methylbutanoyl-CoA dehydrogenase	1.3.8.5/1.3.1.52		UniRef50_A0A2U3K597	41.221	1.41e-88	290	99	gnl|DSMZ|unitig_0|quiver_consensus	2304196	2303030	|PWY-8181|	good_blast	full	rxn02267 	Subunit 2	0	1
RXN-21774	2-methylbutanoyl-CoA dehydrogenase	1.3.8.5/1.3.1.52		UniRef50_A0A2U3K597	38.965	3.04e-76	254	99	gnl|DSMZ|unitig_0|quiver_consensus	334704	333613	|PWY-8181|	good_blast	full	rxn02267 	Subunit 2	0	1
RXN-21774	2-methylbutanoyl-CoA dehydrogenase	1.3.8.5/1.3.1.52		UniRef50_A0A2U3K597	36.829	8.50e-75	250	99	gnl|DSMZ|unitig_0|quiver_consensus	2328961	2327789	|PWY-8181|	good_blast	full	rxn02267 	Subunit 2	0	1
RXN-21774	2-methylbutanoyl-CoA dehydrogenase	1.3.8.5/1.3.1.52		UniRef50_A0A2U3K597	33.247	2.35e-68	231	99	gnl|DSMZ|unitig_0|quiver_consensus	690165	691316	|PWY-8181|	good_blast	full	rxn02267 	Subunit 2	0	1
RXN-21774	2-methylbutanoyl-CoA dehydrogenase	1.3.8.5/1.3.1.52		UniRef50_A0A2U3K597	32.732	4.57e-58	201	99	gnl|DSMZ|unitig_0|quiver_consensus	2608946	2607804	|PWY-8181|	good_blast	full	rxn02267 	Subunit 2	0	1
RXN-21774	2-methylbutanoyl-CoA dehydrogenase	1.3.8.5/1.3.1.52		UniRef50_A0A016X0D0	41.083	3.24e-70	234	97	gnl|DSMZ|unitig_0|quiver_consensus	2304019	2303090	|PWY-8181|	good_blast	full	rxn02267 	Subunit undefined	0	1
RXN-21774	2-methylbutanoyl-CoA dehydrogenase	1.3.8.5/1.3.1.52		UniRef50_A0A016X0D0	35.962	9.57e-60	204	97	gnl|DSMZ|unitig_0|quiver_consensus	334617	333673	|PWY-8181|	good_blast	full	rxn02267 	Subunit undefined	0	1
RXN-21773	short-chain 2-methyl-acyl-coenzyme A synthetase	6.2.1.2		UniRef90_Q00594	31.463	1.07e-62	220	92	gnl|DSMZ|unitig_0|quiver_consensus	1199371	1197977	|PWY-8181|	good_blast	full	rxn00873 rxn05829 rxn19245 	NA	0	1
RXN-21777	medium-chain 2-methyl-acyl-coenzyme A synthetase	6.2.1.2		UniRef90_Q00594	31.463	1.07e-62	220	92	gnl|DSMZ|unitig_0|quiver_consensus	1199371	1197977	|PWY-8181|	good_blast	full	rxn00873 rxn05829 rxn19245 	NA	0	1
RXN-21779	short chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A0KEL1	32.000	5.27e-74	259	98	gnl|DSMZ|unitig_0|quiver_consensus	41138	43258	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
