# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2025-02-20)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|A2SPQ4|3.A.1.25.3	3.A.1.25.3	biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|A2SPQ4|3.A.1.25.3	30.052	1.25e-16	75.1	100	gnl|DSMZ|unitig_0|quiver_consensus	2151882	2152451	transporter
gnl|TC-DB|A2RI01|3.A.1.25.4	3.A.1.25.4	biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|A2RI01|3.A.1.25.4	36.709	5.81e-37	137	95	gnl|DSMZ|unitig_0|quiver_consensus	5052988	5053680	transporter
gnl|TC-DB|Q9WY65|3.A.1.25.5	3.A.1.25.5	biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|Q9WY65|3.A.1.25.5	36.073	7.79e-34	127	99	gnl|DSMZ|unitig_0|quiver_consensus	261718	262356	transporter
gnl|TC-DB|Q839D5|3.A.1.26.10	3.A.1.26.10	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.10	38.528	3.71e-41	149	98	gnl|DSMZ|unitig_0|quiver_consensus	88897	88208	transporter
gnl|TC-DB|Q839D5|3.A.1.26.10	3.A.1.26.10	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q839D5|3.A.1.26.10	38.528	3.71e-41	149	98	gnl|DSMZ|unitig_0|quiver_consensus	88897	88208	transporter
gnl|TC-DB|A7NRG0|3.A.1.26.5	3.A.1.26.5	thiamine	EX_cpd00305_e0	rxn05177,rxn09297	gnl|TC-DB|A7NRG0|3.A.1.26.5	26.296	5.57e-24	104	98	gnl|DSMZ|unitig_0|quiver_consensus	4129134	4130621	transporter
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	38.528	3.71e-41	149	98	gnl|DSMZ|unitig_0|quiver_consensus	88897	88208	transporter
gnl|TC-DB|O29097|3.A.1.26.8	3.A.1.26.8	biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|O29097|3.A.1.26.8	22.883	0.001	38.9	89	gnl|DSMZ|unitig_0|quiver_consensus	6739400	6740698	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	37.945	5.14e-38	140	99	gnl|DSMZ|unitig_0|quiver_consensus	88894	88151	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.1	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.1	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.1	aspartate	EX_cpd00041_e0	rxn05152,rxn08165	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.1	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.1	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.1	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.1	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.1	ornithine	EX_cpd00064_e0	rxn05156,rxn09046,rxn27636	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|O30506|3.A.1.3.11	3.A.1.3.11	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|O30506|3.A.1.3.11	90.551	5.45e-136	420	100	gnl|DSMZ|unitig_0|quiver_consensus	5183904	5183143	transporter
gnl|TC-DB|O30506|3.A.1.3.11	3.A.1.3.11	ornithine	EX_cpd00064_e0	rxn05156,rxn09046,rxn27636	gnl|TC-DB|O30506|3.A.1.3.11	90.551	5.45e-136	420	100	gnl|DSMZ|unitig_0|quiver_consensus	5183904	5183143	transporter
gnl|TC-DB|P73721|3.A.1.3.12	3.A.1.3.12	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|P73721|3.A.1.3.12	54.251	1.58e-81	264	100	gnl|DSMZ|unitig_0|quiver_consensus	1454254	1453514	transporter
gnl|TC-DB|P73721|3.A.1.3.12	3.A.1.3.12	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|P73721|3.A.1.3.12	54.251	1.58e-81	264	100	gnl|DSMZ|unitig_0|quiver_consensus	1454254	1453514	transporter
gnl|TC-DB|P73721|3.A.1.3.12	3.A.1.3.12	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|P73721|3.A.1.3.12	54.251	1.58e-81	264	100	gnl|DSMZ|unitig_0|quiver_consensus	1454254	1453514	transporter
gnl|TC-DB|P73721|3.A.1.3.12	3.A.1.3.12	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|P73721|3.A.1.3.12	54.251	1.58e-81	264	100	gnl|DSMZ|unitig_0|quiver_consensus	1454254	1453514	transporter
gnl|TC-DB|O34900|3.A.1.3.13	3.A.1.3.13	Cysteine	EX_cpd00084_e0	rxn05237,rxn08280,rxn08281,rxn30473	gnl|TC-DB|O34900|3.A.1.3.13	52.869	5.18e-75	246	98	gnl|DSMZ|unitig_0|quiver_consensus	318218	317487	transporter
gnl|TC-DB|O34900|3.A.1.3.13	3.A.1.3.13	cysteine	EX_cpd00084_e0	rxn05237,rxn08280,rxn08281,rxn30473	gnl|TC-DB|O34900|3.A.1.3.13	52.869	5.18e-75	246	98	gnl|DSMZ|unitig_0|quiver_consensus	318218	317487	transporter
gnl|TC-DB|O34900|3.A.1.3.13	3.A.1.3.13	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|O34900|3.A.1.3.13	52.869	5.18e-75	246	98	gnl|DSMZ|unitig_0|quiver_consensus	318218	317487	transporter
gnl|TC-DB|P54537|3.A.1.3.15	3.A.1.3.15	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|P54537|3.A.1.3.15	53.975	5.17e-84	271	100	gnl|DSMZ|unitig_0|quiver_consensus	297641	298357	transporter
gnl|TC-DB|A3ZI83|3.A.1.3.16	3.A.1.3.16	aspartate	EX_cpd00041_e0	rxn05152,rxn08165	gnl|TC-DB|A3ZI83|3.A.1.3.16	52.697	6.11e-78	253	100	gnl|DSMZ|unitig_0|quiver_consensus	2646942	2646223	transporter
gnl|TC-DB|A3ZI83|3.A.1.3.16	3.A.1.3.16	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|A3ZI83|3.A.1.3.16	52.697	6.11e-78	253	100	gnl|DSMZ|unitig_0|quiver_consensus	2646942	2646223	transporter
gnl|TC-DB|Q8YSA2|3.A.1.3.17	3.A.1.3.17	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|Q8YSA2|3.A.1.3.17	32.359	3.45e-66	230	95	gnl|DSMZ|unitig_0|quiver_consensus	2349958	2348576	transporter
gnl|TC-DB|Q8YSA2|3.A.1.3.17	3.A.1.3.17	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q8YSA2|3.A.1.3.17	32.359	3.45e-66	230	95	gnl|DSMZ|unitig_0|quiver_consensus	2349958	2348576	transporter
gnl|TC-DB|Q8YSA2|3.A.1.3.17	3.A.1.3.17	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|Q8YSA2|3.A.1.3.17	32.359	3.45e-66	230	95	gnl|DSMZ|unitig_0|quiver_consensus	2349958	2348576	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.19	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.19	aspartate	EX_cpd00041_e0	rxn05152,rxn08165	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.19	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|Q88NY5|3.A.1.3.19	3.A.1.3.19	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|Q88NY5|3.A.1.3.19	90.980	8.79e-147	451	100	gnl|DSMZ|unitig_0|quiver_consensus	5637196	5637960	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	L-glutamic acid	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	L-threonine	EX_cpd00161_e0	rxn05169,rxn09301,rxn34122	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	alanine	EX_cpd00035_e0	rxn08097,rxn10170	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	serine	EX_cpd00054_e0	rxn10883	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	tyrosine	EX_cpd00069_e0	rxn18579,rxn34130,rxn34131	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.2	valine	EX_cpd00156_e0	rxn05168,rxn09373	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9A1H1|3.A.1.3.20	3.A.1.3.20	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|Q9A1H1|3.A.1.3.20	50.413	1.46e-64	215	100	gnl|DSMZ|unitig_0|quiver_consensus	297635	298357	transporter
gnl|TC-DB|Q9I488|3.A.1.3.21	3.A.1.3.21	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9I488|3.A.1.3.21	52.419	5.66e-69	228	100	gnl|DSMZ|unitig_0|quiver_consensus	425268	424525	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.22	L-glutamic acid	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9I402|3.A.1.3.22	3.A.1.3.22	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|Q9I402|3.A.1.3.22	81.000	3.73e-162	498	99	gnl|DSMZ|unitig_0|quiver_consensus	5634706	5635605	transporter
gnl|TC-DB|Q9HU32|3.A.1.3.23	3.A.1.3.23	alanine	EX_cpd00035_e0	rxn08097,rxn10170	gnl|TC-DB|Q9HU32|3.A.1.3.23	91.829	2.88e-151	464	100	gnl|DSMZ|unitig_0|quiver_consensus	425289	424519	transporter
gnl|TC-DB|Q9HU32|3.A.1.3.23	3.A.1.3.23	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|Q9HU32|3.A.1.3.23	91.829	2.88e-151	464	100	gnl|DSMZ|unitig_0|quiver_consensus	425289	424519	transporter
gnl|TC-DB|Q9HU32|3.A.1.3.23	3.A.1.3.23	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q9HU32|3.A.1.3.23	91.829	2.88e-151	464	100	gnl|DSMZ|unitig_0|quiver_consensus	425289	424519	transporter
gnl|TC-DB|Q9HU32|3.A.1.3.23	3.A.1.3.23	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|Q9HU32|3.A.1.3.23	91.829	2.88e-151	464	100	gnl|DSMZ|unitig_0|quiver_consensus	425289	424519	transporter
gnl|TC-DB|Q9HU32|3.A.1.3.23	3.A.1.3.23	valine	EX_cpd00156_e0	rxn05168,rxn09373	gnl|TC-DB|Q9HU32|3.A.1.3.23	91.829	2.88e-151	464	100	gnl|DSMZ|unitig_0|quiver_consensus	425289	424519	transporter
gnl|TC-DB|Q9CES4|3.A.1.3.25	3.A.1.3.25	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|TC-DB|Q9CES4|3.A.1.3.25	59.274	3.78e-87	280	100	gnl|DSMZ|unitig_0|quiver_consensus	496177	496920	transporter
gnl|TC-DB|Q9CES4|3.A.1.3.25	3.A.1.3.25	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|Q9CES4|3.A.1.3.25	59.274	3.78e-87	280	100	gnl|DSMZ|unitig_0|quiver_consensus	496177	496920	transporter
gnl|TC-DB|Q9CES4|3.A.1.3.25	3.A.1.3.25	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|Q9CES4|3.A.1.3.25	59.274	3.78e-87	280	100	gnl|DSMZ|unitig_0|quiver_consensus	496177	496920	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	L-threonine	EX_cpd00161_e0	rxn05169,rxn09301,rxn34122	gnl|TC-DB|P45769|3.A.1.3.26	66.390	4.24e-110	346	100	gnl|DSMZ|unitig_0|quiver_consensus	2646942	2646220	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|TC-DB|P45769|3.A.1.3.26	66.390	4.24e-110	346	100	gnl|DSMZ|unitig_0|quiver_consensus	2646942	2646220	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|P45769|3.A.1.3.26	66.390	4.24e-110	346	100	gnl|DSMZ|unitig_0|quiver_consensus	2646942	2646220	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|P45769|3.A.1.3.26	66.390	4.24e-110	346	100	gnl|DSMZ|unitig_0|quiver_consensus	2646942	2646220	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	serine	EX_cpd00054_e0	rxn10883	gnl|TC-DB|P45769|3.A.1.3.26	66.390	4.24e-110	346	100	gnl|DSMZ|unitig_0|quiver_consensus	2646942	2646220	transporter
gnl|TC-DB|P45769|3.A.1.3.26	3.A.1.3.26	tyrosine	EX_cpd00069_e0	rxn18579,rxn34130,rxn34131	gnl|TC-DB|P45769|3.A.1.3.26	66.390	4.24e-110	346	100	gnl|DSMZ|unitig_0|quiver_consensus	2646942	2646220	transporter
gnl|TC-DB|Q8RCC4|3.A.1.3.27	3.A.1.3.27	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|Q8RCC4|3.A.1.3.27	34.802	1.94e-35	132	92	gnl|DSMZ|unitig_0|quiver_consensus	1174364	1175035	transporter
gnl|TC-DB|Q8RCC4|3.A.1.3.27	3.A.1.3.27	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q8RCC4|3.A.1.3.27	34.802	1.94e-35	132	92	gnl|DSMZ|unitig_0|quiver_consensus	1174364	1175035	transporter
gnl|TC-DB|Q8RCC4|3.A.1.3.27	3.A.1.3.27	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|Q8RCC4|3.A.1.3.27	34.802	1.94e-35	132	92	gnl|DSMZ|unitig_0|quiver_consensus	1174364	1175035	transporter
gnl|TC-DB|P07109|3.A.1.3.29	3.A.1.3.29	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|P07109|3.A.1.3.29	70.751	5.71e-112	352	100	gnl|DSMZ|unitig_0|quiver_consensus	5183898	5183143	transporter
gnl|TC-DB|P07109|3.A.1.3.29	3.A.1.3.29	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|P07109|3.A.1.3.29	70.751	5.71e-112	352	100	gnl|DSMZ|unitig_0|quiver_consensus	5183898	5183143	transporter
gnl|TC-DB|P07109|3.A.1.3.29	3.A.1.3.29	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|TC-DB|P07109|3.A.1.3.29	70.751	5.71e-112	352	100	gnl|DSMZ|unitig_0|quiver_consensus	5183898	5183143	transporter
gnl|TC-DB|OLS25602|3.A.1.3.30	3.A.1.3.3	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|TC-DB|OLS25602|3.A.1.3.30	48.980	4.23e-63	211	100	gnl|DSMZ|unitig_0|quiver_consensus	496189	496920	transporter
gnl|TC-DB|OLS25602|3.A.1.3.30	3.A.1.3.30	Glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|OLS25602|3.A.1.3.30	48.980	4.23e-63	211	100	gnl|DSMZ|unitig_0|quiver_consensus	496189	496920	transporter
gnl|TC-DB|P0AAG3|3.A.1.3.4	3.A.1.3.4	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|P0AAG3|3.A.1.3.4	78.601	1.80e-116	363	100	gnl|DSMZ|unitig_0|quiver_consensus	5637229	5637957	transporter
gnl|TC-DB|Q52666|3.A.1.3.7	3.A.1.3.7	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|TC-DB|Q52666|3.A.1.3.7	62.162	1.78e-108	342	100	gnl|DSMZ|unitig_0|quiver_consensus	2646981	2646223	transporter
gnl|TC-DB|Q52666|3.A.1.3.7	3.A.1.3.7	aspartate	EX_cpd00041_e0	rxn05152,rxn08165	gnl|TC-DB|Q52666|3.A.1.3.7	62.162	1.78e-108	342	100	gnl|DSMZ|unitig_0|quiver_consensus	2646981	2646223	transporter
gnl|TC-DB|Q52666|3.A.1.3.7	3.A.1.3.7	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|Q52666|3.A.1.3.7	62.162	1.78e-108	342	100	gnl|DSMZ|unitig_0|quiver_consensus	2646981	2646223	transporter
gnl|TC-DB|Q52666|3.A.1.3.7	3.A.1.3.7	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|TC-DB|Q52666|3.A.1.3.7	62.162	1.78e-108	342	100	gnl|DSMZ|unitig_0|quiver_consensus	2646981	2646223	transporter
gnl|TC-DB|P48243|3.A.1.3.9	3.A.1.3.9	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|TC-DB|P48243|3.A.1.3.9	61.667	5.66e-95	302	100	gnl|DSMZ|unitig_0|quiver_consensus	2646942	2646223	transporter
gnl|TC-DB|O34362|3.A.1.30.1	3.A.1.30.1	thiamine	EX_cpd00305_e0	rxn05177,rxn09297	gnl|TC-DB|O34362|3.A.1.30.1	25.720	2.44e-39	152	96	gnl|DSMZ|unitig_0|quiver_consensus	6739304	6740770	transporter
gnl|TC-DB|Q97RS3|3.A.1.30.2	3.A.1.30.2	thiamine	EX_cpd00305_e0	rxn05177,rxn09297	gnl|TC-DB|Q97RS3|3.A.1.30.2	23.356	2.23e-16	80.1	87	gnl|DSMZ|unitig_0|quiver_consensus	1487527	1486256	transporter
gnl|TC-DB|Q99ZY3|3.A.1.34.1	3.A.1.34.1	tryptophan	EX_cpd00065_e0	rxn18585,rxn34119	gnl|TC-DB|Q99ZY3|3.A.1.34.1	35.377	9.46e-27	106	100	gnl|DSMZ|unitig_0|quiver_consensus	2333294	2332698	transporter
gnl|TC-DB|P04816|3.A.1.4.1	3.A.1.4.1	L-isoleucine	EX_cpd00322_e0	rxn05179,rxn08745	gnl|TC-DB|P04816|3.A.1.4.1	56.250	1.38e-143	447	99	gnl|DSMZ|unitig_0|quiver_consensus	4083863	4084963	transporter
gnl|TC-DB|P04816|3.A.1.4.1	3.A.1.4.1	L-threonine	EX_cpd00161_e0	rxn05169,rxn09301,rxn34122	gnl|TC-DB|P04816|3.A.1.4.1	56.250	1.38e-143	447	99	gnl|DSMZ|unitig_0|quiver_consensus	4083863	4084963	transporter
gnl|TC-DB|P04816|3.A.1.4.1	3.A.1.4.1	alanine	EX_cpd00035_e0	rxn08097,rxn10170	gnl|TC-DB|P04816|3.A.1.4.1	56.250	1.38e-143	447	99	gnl|DSMZ|unitig_0|quiver_consensus	4083863	4084963	transporter
gnl|TC-DB|P04816|3.A.1.4.1	3.A.1.4.1	isoleucine	EX_cpd00322_e0	rxn05179,rxn08745	gnl|TC-DB|P04816|3.A.1.4.1	56.250	1.38e-143	447	99	gnl|DSMZ|unitig_0|quiver_consensus	4083863	4084963	transporter
gnl|TC-DB|P04816|3.A.1.4.1	3.A.1.4.1	leucine	EX_cpd00107_e0	rxn05161,rxn08784	gnl|TC-DB|P04816|3.A.1.4.1	56.250	1.38e-143	447	99	gnl|DSMZ|unitig_0|quiver_consensus	4083863	4084963	transporter
gnl|TC-DB|P04816|3.A.1.4.1	3.A.1.4.1	methionine	EX_cpd00060_e0	rxn05219,rxn08909,rxn11151	gnl|TC-DB|P04816|3.A.1.4.1	56.250	1.38e-143	447	99	gnl|DSMZ|unitig_0|quiver_consensus	4083863	4084963	transporter
gnl|TC-DB|P04816|3.A.1.4.1	3.A.1.4.1	phenylalanine	EX_cpd00066_e0	rxn18584	gnl|TC-DB|P04816|3.A.1.4.1	56.250	1.38e-143	447	99	gnl|DSMZ|unitig_0|quiver_consensus	4083863	4084963	transporter
gnl|TC-DB|P04816|3.A.1.4.1	3.A.1.4.1	serine	EX_cpd00054_e0	rxn10883	gnl|TC-DB|P04816|3.A.1.4.1	56.250	1.38e-143	447	99	gnl|DSMZ|unitig_0|quiver_consensus	4083863	4084963	transporter
gnl|TC-DB|P04816|3.A.1.4.1	3.A.1.4.1	tyrosine	EX_cpd00069_e0	rxn18579,rxn34130,rxn34131	gnl|TC-DB|P04816|3.A.1.4.1	56.250	1.38e-143	447	99	gnl|DSMZ|unitig_0|quiver_consensus	4083863	4084963	transporter
gnl|TC-DB|P04816|3.A.1.4.1	3.A.1.4.1	valine	EX_cpd00156_e0	rxn05168,rxn09373	gnl|TC-DB|P04816|3.A.1.4.1	56.250	1.38e-143	447	99	gnl|DSMZ|unitig_0|quiver_consensus	4083863	4084963	transporter
gnl|TC-DB|Q8DQH8|3.A.1.4.10	3.A.1.4.10	L-isoleucine	EX_cpd00322_e0	rxn05179,rxn08745	gnl|TC-DB|Q8DQH8|3.A.1.4.10	49.799	9.31e-73	239	100	gnl|DSMZ|unitig_0|quiver_consensus	1487683	1486937	transporter
gnl|TC-DB|Q8DQH8|3.A.1.4.10	3.A.1.4.10	L-threonine	EX_cpd00161_e0	rxn05169,rxn09301,rxn34122	gnl|TC-DB|Q8DQH8|3.A.1.4.10	49.799	9.31e-73	239	100	gnl|DSMZ|unitig_0|quiver_consensus	1487683	1486937	transporter
gnl|TC-DB|Q8DQH8|3.A.1.4.10	3.A.1.4.10	alanine	EX_cpd00035_e0	rxn08097,rxn10170	gnl|TC-DB|Q8DQH8|3.A.1.4.10	49.799	9.31e-73	239	100	gnl|DSMZ|unitig_0|quiver_consensus	1487683	1486937	transporter
